"ttwa.name","TTWA11CD","industry","year","variable","value"
"Aberystwyth","W22000021","Architecture","2011-14","turnover_lq",0.911
"Aberystwyth","W22000021","Architecture","2011-14","emp_lq",0.699
"Aberystwyth","W22000021","Design","2011-14","business.count",6
"Aberystwyth","W22000021","Design","2011-14","turnover",305
"Aberystwyth","W22000021","Design","2011-14","employment",8.25
"Aberystwyth","W22000021","Design","2011-14","turn_pw",36.969696969697
"Aberystwyth","W22000021","Design","2011-14","work_pb",1.375
"Aberystwyth","W22000021","Design","2011-14","business_lq",0.213
"Aberystwyth","W22000021","Design","2011-14","turnover_lq",0.244
"Aberystwyth","W22000021","Design","2011-14","emp_lq",0.239
"Aberystwyth","W22000021","Film, radio & TV","2011-14","business.count",15
"Aberystwyth","W22000021","Film, radio & TV","2011-14","turnover",1210
"Aberystwyth","W22000021","Film, radio & TV","2011-14","employment",21.5
"Aberystwyth","W22000021","Film, radio & TV","2011-14","turn_pw",56.2790697674419
"Aberystwyth","W22000021","Film, radio & TV","2011-14","work_pb",1.43333333333333
"Aberystwyth","W22000021","Film, radio & TV","2011-14","business_lq",0.422
"Aberystwyth","W22000021","Film, radio & TV","2011-14","turnover_lq",0.168
"Aberystwyth","W22000021","Film, radio & TV","2011-14","emp_lq",0.197
"Aberystwyth","W22000021","Music & performing arts","2011-14","business.count",21
"Aberystwyth","W22000021","Music & performing arts","2011-14","turnover",2130
"Aberystwyth","W22000021","Music & performing arts","2011-14","employment",63.25
"Aberystwyth","W22000021","Music & performing arts","2011-14","turn_pw",33.6758893280632
"Aberystwyth","W22000021","Music & performing arts","2011-14","work_pb",3.01190476190476
"Aberystwyth","W22000021","Music & performing arts","2011-14","business_lq",0.501
"Aberystwyth","W22000021","Music & performing arts","2011-14","turnover_lq",0.839
"Aberystwyth","W22000021","Music & performing arts","2011-14","emp_lq",0.881
"Aberystwyth","W22000021","Publishing","2011-14","business.count",20
"Aberystwyth","W22000021","Publishing","2011-14","turnover",6530
"Aberystwyth","W22000021","Publishing","2011-14","employment",126.75
"Aberystwyth","W22000021","Publishing","2011-14","turn_pw",51.5187376725838
"Aberystwyth","W22000021","Publishing","2011-14","work_pb",6.3375
"Aberystwyth","W22000021","Publishing","2011-14","business_lq",1.529
"Aberystwyth","W22000021","Publishing","2011-14","turnover_lq",1.589
"Aberystwyth","W22000021","Publishing","2011-14","emp_lq",1.296
"Aberystwyth","W22000021","Software & digital","2011-14","business.count",36
"Aberystwyth","W22000021","Software & digital","2011-14","turnover",23055
"Aberystwyth","W22000021","Software & digital","2011-14","employment",96.25
"Aberystwyth","W22000021","Software & digital","2011-14","turn_pw",239.532467532468
"Aberystwyth","W22000021","Software & digital","2011-14","work_pb",2.67361111111111
"Aberystwyth","W22000021","Software & digital","2011-14","business_lq",0.251
"Aberystwyth","W22000021","Software & digital","2011-14","turnover_lq",1.735
"Aberystwyth","W22000021","Software & digital","2011-14","emp_lq",0.327
"Alness and Invergordon","S22000048","Advertising","2011-14","business.count",3
"Alness and Invergordon","S22000048","Advertising","2011-14","turnover",250
"Alness and Invergordon","S22000048","Advertising","2011-14","employment",5
"Alness and Invergordon","S22000048","Advertising","2011-14","turn_pw",50
"Alness and Invergordon","S22000048","Advertising","2011-14","work_pb",1.66666666666667
"Alness and Invergordon","S22000048","Advertising","2011-14","business_lq",0.331
"Alness and Invergordon","S22000048","Advertising","2011-14","turnover_lq",0.084
"Alness and Invergordon","S22000048","Advertising","2011-14","emp_lq",0.179
"Alness and Invergordon","S22000048","All creative industries","2014","business.count",31
"Alness and Invergordon","S22000048","All creative industries","2014","turnover",5084
"Alness and Invergordon","S22000048","All creative industries","2014","employment",87
"Alness and Invergordon","S22000048","All creative industries","2014","turn_pw",58.4367816091954
"Alness and Invergordon","S22000048","All creative industries","2014","work_pb",2.80645161290323
"Alness and Invergordon","S22000048","All creative industries","2014","business_lq",0.295
"Alness and Invergordon","S22000048","All creative industries","2014","turnover_lq",0.253
"Alness and Invergordon","S22000048","All creative industries","2014","emp_lq",0.341
"Alness and Invergordon","S22000048","Architecture","2011-14","business.count",8
"Alness and Invergordon","S22000048","Architecture","2011-14","turnover",510
"Alness and Invergordon","S22000048","Architecture","2011-14","employment",15.5
"Alness and Invergordon","S22000048","Architecture","2011-14","turn_pw",32.9032258064516
"Alness and Invergordon","S22000048","Architecture","2011-14","work_pb",1.9375
"Alness and Invergordon","S22000048","Architecture","2011-14","business_lq",1.332
"Alness and Invergordon","S22000048","Architecture","2011-14","turnover_lq",0.815
"Alness and Invergordon","S22000048","Architecture","2011-14","emp_lq",1.194
"Alness and Invergordon","S22000048","Design","2011-14","business.count",NA
"Alness and Invergordon","S22000048","Design","2011-14","turnover",NA
"Alness and Invergordon","S22000048","Design","2011-14","employment",NA
"Alness and Invergordon","S22000048","Design","2011-14","turn_pw",NA
"Alness and Invergordon","S22000048","Design","2011-14","work_pb",NA
"Alness and Invergordon","S22000048","Design","2011-14","business_lq",NA
"Alness and Invergordon","S22000048","Design","2011-14","turnover_lq",NA
"Alness and Invergordon","S22000048","Design","2011-14","emp_lq",NA
"Alness and Invergordon","S22000048","Film, radio & TV","2011-14","business.count",3
"Alness and Invergordon","S22000048","Film, radio & TV","2011-14","turnover",340
"Alness and Invergordon","S22000048","Film, radio & TV","2011-14","employment",5.75
"Alness and Invergordon","S22000048","Film, radio & TV","2011-14","turn_pw",59.1304347826087
"Alness and Invergordon","S22000048","Film, radio & TV","2011-14","work_pb",1.91666666666667
"Alness and Invergordon","S22000048","Film, radio & TV","2011-14","business_lq",0.24
"Alness and Invergordon","S22000048","Film, radio & TV","2011-14","turnover_lq",0.101
"Alness and Invergordon","S22000048","Film, radio & TV","2011-14","emp_lq",0.171
"Alness and Invergordon","S22000048","Music & performing arts","2011-14","business.count",4
"Alness and Invergordon","S22000048","Music & performing arts","2011-14","turnover",610
"Alness and Invergordon","S22000048","Music & performing arts","2011-14","employment",11.75
"Alness and Invergordon","S22000048","Music & performing arts","2011-14","turn_pw",51.9148936170213
"Alness and Invergordon","S22000048","Music & performing arts","2011-14","work_pb",2.9375
"Alness and Invergordon","S22000048","Music & performing arts","2011-14","business_lq",0.279
"Alness and Invergordon","S22000048","Music & performing arts","2011-14","turnover_lq",0.51
"Alness and Invergordon","S22000048","Music & performing arts","2011-14","emp_lq",0.532
"Alness and Invergordon","S22000048","Publishing","2011-14","business.count",NA
"Alness and Invergordon","S22000048","Publishing","2011-14","turnover",NA
"Alness and Invergordon","S22000048","Publishing","2011-14","employment",NA
"Alness and Invergordon","S22000048","Publishing","2011-14","turn_pw",NA
"Alness and Invergordon","S22000048","Publishing","2011-14","work_pb",NA
"Alness and Invergordon","S22000048","Publishing","2011-14","business_lq",NA
"Alness and Invergordon","S22000048","Publishing","2011-14","turnover_lq",NA
"Alness and Invergordon","S22000048","Publishing","2011-14","emp_lq",NA
"Alness and Invergordon","S22000048","Software & digital","2011-14","business.count",9
"Alness and Invergordon","S22000048","Software & digital","2011-14","turnover",960
"Alness and Invergordon","S22000048","Software & digital","2011-14","employment",17.5
"Alness and Invergordon","S22000048","Software & digital","2011-14","turn_pw",54.8571428571429
"Alness and Invergordon","S22000048","Software & digital","2011-14","work_pb",1.94444444444444
"Alness and Invergordon","S22000048","Software & digital","2011-14","business_lq",0.189
"Alness and Invergordon","S22000048","Software & digital","2011-14","turnover_lq",0.153
"Alness and Invergordon","S22000048","Software & digital","2011-14","emp_lq",0.193
"Andover","E30000159","Advertising","2011-14","business.count",29
"Andover","E30000159","Advertising","2011-14","turnover",6400
"Andover","E30000159","Advertising","2011-14","employment",76.25
"Andover","E30000159","Advertising","2011-14","turn_pw",83.9344262295082
"Andover","E30000159","Advertising","2011-14","work_pb",2.62931034482759
"Andover","E30000159","Advertising","2011-14","business_lq",0.807
"Andover","E30000159","Advertising","2011-14","turnover_lq",0.303
"Andover","E30000159","Advertising","2011-14","emp_lq",0.583
"Andover","E30000159","All creative industries","2014","business.count",374
"Andover","E30000159","All creative industries","2014","turnover",127169
"Andover","E30000159","All creative industries","2014","employment",1065
"Andover","E30000159","All creative industries","2014","turn_pw",119.407511737089
"Andover","E30000159","All creative industries","2014","work_pb",2.8475935828877
"Andover","E30000159","All creative industries","2014","business_lq",0.88
"Andover","E30000159","All creative industries","2014","turnover_lq",1.019
"Andover","E30000159","All creative industries","2014","emp_lq",0.909
"Andover","E30000159","Architecture","2011-14","business.count",13
"Andover","E30000159","Architecture","2011-14","turnover",2330
"Andover","E30000159","Architecture","2011-14","employment",31.75
"Andover","E30000159","Architecture","2011-14","turn_pw",73.3858267716535
"Andover","E30000159","Architecture","2011-14","work_pb",2.44230769230769
"Andover","E30000159","Architecture","2011-14","business_lq",0.57
"Andover","E30000159","Architecture","2011-14","turnover_lq",0.519
"Andover","E30000159","Architecture","2011-14","emp_lq",0.521
"Andover","E30000159","Design","2011-14","business.count",29
"Andover","E30000159","Design","2011-14","turnover",6515
"Andover","E30000159","Design","2011-14","employment",78
"Andover","E30000159","Design","2011-14","turn_pw",83.525641025641
"Andover","E30000159","Design","2011-14","work_pb",2.68965517241379
"Andover","E30000159","Design","2011-14","business_lq",0.897
"Andover","E30000159","Design","2011-14","turnover_lq",1.552
"Andover","E30000159","Design","2011-14","emp_lq",1.566
"Andover","E30000159","Film, radio & TV","2011-14","business.count",27
"Andover","E30000159","Film, radio & TV","2011-14","turnover",8170
"Andover","E30000159","Film, radio & TV","2011-14","employment",92.25
"Andover","E30000159","Film, radio & TV","2011-14","turn_pw",88.5636856368564
"Andover","E30000159","Film, radio & TV","2011-14","work_pb",3.41666666666667
"Andover","E30000159","Film, radio & TV","2011-14","business_lq",0.594
"Andover","E30000159","Film, radio & TV","2011-14","turnover_lq",0.336
"Andover","E30000159","Film, radio & TV","2011-14","emp_lq",0.586
"Andover","E30000159","Music & performing arts","2011-14","business.count",36
"Andover","E30000159","Music & performing arts","2011-14","turnover",4475
"Andover","E30000159","Music & performing arts","2011-14","employment",61.75
"Andover","E30000159","Music & performing arts","2011-14","turn_pw",72.4696356275304
"Andover","E30000159","Music & performing arts","2011-14","work_pb",1.71527777777778
"Andover","E30000159","Music & performing arts","2011-14","business_lq",0.683
"Andover","E30000159","Music & performing arts","2011-14","turnover_lq",0.524
"Andover","E30000159","Music & performing arts","2011-14","emp_lq",0.595
"Andover","E30000159","Publishing","2011-14","business.count",12
"Andover","E30000159","Publishing","2011-14","turnover",58715
"Andover","E30000159","Publishing","2011-14","employment",283.25
"Andover","E30000159","Publishing","2011-14","turn_pw",207.290379523389
"Andover","E30000159","Publishing","2011-14","work_pb",23.6041666666667
"Andover","E30000159","Publishing","2011-14","business_lq",0.769
"Andover","E30000159","Publishing","2011-14","turnover_lq",4.239
"Andover","E30000159","Publishing","2011-14","emp_lq",2.005
"Andover","E30000159","Software & digital","2011-14","business.count",187
"Andover","E30000159","Software & digital","2011-14","turnover",29220
"Andover","E30000159","Software & digital","2011-14","employment",352
"Andover","E30000159","Software & digital","2011-14","turn_pw",83.0113636363636
"Andover","E30000159","Software & digital","2011-14","work_pb",1.88235294117647
"Andover","E30000159","Software & digital","2011-14","business_lq",1.069
"Andover","E30000159","Software & digital","2011-14","turnover_lq",0.652
"Andover","E30000159","Software & digital","2011-14","emp_lq",0.829
"Arbroath and Montrose","S22000049","Advertising","2011-14","business.count",3
"Arbroath and Montrose","S22000049","Advertising","2011-14","turnover",1745
"Arbroath and Montrose","S22000049","Advertising","2011-14","employment",9
"Arbroath and Montrose","S22000049","Advertising","2011-14","turn_pw",193.888888888889
"Arbroath and Montrose","S22000049","Advertising","2011-14","work_pb",3
"Arbroath and Montrose","S22000049","Advertising","2011-14","business_lq",0.195
"Arbroath and Montrose","S22000049","Advertising","2011-14","turnover_lq",0.223
"Arbroath and Montrose","S22000049","Advertising","2011-14","emp_lq",0.157
"Arbroath and Montrose","S22000049","All creative industries","2014","business.count",46
"Arbroath and Montrose","S22000049","All creative industries","2014","turnover",11020
"Arbroath and Montrose","S22000049","All creative industries","2014","employment",107
"Arbroath and Montrose","S22000049","All creative industries","2014","turn_pw",102.990654205607
"Arbroath and Montrose","S22000049","All creative industries","2014","work_pb",2.32608695652174
"Arbroath and Montrose","S22000049","All creative industries","2014","business_lq",0.313
"Arbroath and Montrose","S22000049","All creative industries","2014","turnover_lq",0.163
"Arbroath and Montrose","S22000049","All creative industries","2014","emp_lq",0.208
"Arbroath and Montrose","S22000049","Architecture","2011-14","business.count",9
"Arbroath and Montrose","S22000049","Architecture","2011-14","turnover",8615
"Arbroath and Montrose","S22000049","Architecture","2011-14","employment",27.75
"Arbroath and Montrose","S22000049","Architecture","2011-14","turn_pw",310.45045045045
"Arbroath and Montrose","S22000049","Architecture","2011-14","work_pb",3.08333333333333
"Arbroath and Montrose","S22000049","Architecture","2011-14","business_lq",1.101
"Arbroath and Montrose","S22000049","Architecture","2011-14","turnover_lq",5.184
"Arbroath and Montrose","S22000049","Architecture","2011-14","emp_lq",1.038
"Arbroath and Montrose","S22000049","Design","2011-14","business.count",6
"Arbroath and Montrose","S22000049","Design","2011-14","turnover",495
"Arbroath and Montrose","S22000049","Design","2011-14","employment",10.25
"Arbroath and Montrose","S22000049","Design","2011-14","turn_pw",48.2926829268293
"Arbroath and Montrose","S22000049","Design","2011-14","work_pb",1.70833333333333
"Arbroath and Montrose","S22000049","Design","2011-14","business_lq",0.52
"Arbroath and Montrose","S22000049","Design","2011-14","turnover_lq",0.319
"Arbroath and Montrose","S22000049","Design","2011-14","emp_lq",0.469
"Arbroath and Montrose","S22000049","Film, radio & TV","2011-14","business.count",5
"Arbroath and Montrose","S22000049","Film, radio & TV","2011-14","turnover",320
"Arbroath and Montrose","S22000049","Film, radio & TV","2011-14","employment",12.75
"Arbroath and Montrose","S22000049","Film, radio & TV","2011-14","turn_pw",25.0980392156863
"Arbroath and Montrose","S22000049","Film, radio & TV","2011-14","work_pb",2.55
"Arbroath and Montrose","S22000049","Film, radio & TV","2011-14","business_lq",0.278
"Arbroath and Montrose","S22000049","Film, radio & TV","2011-14","turnover_lq",0.035
"Arbroath and Montrose","S22000049","Film, radio & TV","2011-14","emp_lq",0.185
"Arbroath and Montrose","S22000049","Music & performing arts","2011-14","business.count",3
"Arbroath and Montrose","S22000049","Music & performing arts","2011-14","turnover",275
"Arbroath and Montrose","S22000049","Music & performing arts","2011-14","employment",2.75
"Arbroath and Montrose","S22000049","Music & performing arts","2011-14","turn_pw",100
"Arbroath and Montrose","S22000049","Music & performing arts","2011-14","work_pb",0.916666666666667
"Arbroath and Montrose","S22000049","Music & performing arts","2011-14","business_lq",0.132
"Arbroath and Montrose","S22000049","Music & performing arts","2011-14","turnover_lq",0.087
"Arbroath and Montrose","S22000049","Music & performing arts","2011-14","emp_lq",0.06
"Arbroath and Montrose","S22000049","Publishing","2011-14","business.count",3
"Arbroath and Montrose","S22000049","Publishing","2011-14","turnover",265
"Arbroath and Montrose","S22000049","Publishing","2011-14","employment",4.5
"Arbroath and Montrose","S22000049","Publishing","2011-14","turn_pw",58.8888888888889
"Arbroath and Montrose","S22000049","Publishing","2011-14","work_pb",1.5
"Arbroath and Montrose","S22000049","Publishing","2011-14","business_lq",0.563
"Arbroath and Montrose","S22000049","Publishing","2011-14","turnover_lq",0.052
"Arbroath and Montrose","S22000049","Publishing","2011-14","emp_lq",0.073
"Arbroath and Montrose","S22000049","Software & digital","2011-14","business.count",16
"Arbroath and Montrose","S22000049","Software & digital","2011-14","turnover",1515
"Arbroath and Montrose","S22000049","Software & digital","2011-14","employment",31
"Arbroath and Montrose","S22000049","Software & digital","2011-14","turn_pw",48.8709677419355
"Arbroath and Montrose","S22000049","Software & digital","2011-14","work_pb",1.9375
"Arbroath and Montrose","S22000049","Software & digital","2011-14","business_lq",0.253
"Arbroath and Montrose","S22000049","Software & digital","2011-14","turnover_lq",0.091
"Arbroath and Montrose","S22000049","Software & digital","2011-14","emp_lq",0.166
"Ashford","E30000160","Advertising","2011-14","business.count",54
"Ashford","E30000160","Advertising","2011-14","turnover",15450
"Ashford","E30000160","Advertising","2011-14","employment",103.75
"Ashford","E30000160","Advertising","2011-14","turn_pw",148.915662650602
"Ashford","E30000160","Advertising","2011-14","work_pb",1.9212962962963
"Ashford","E30000160","Advertising","2011-14","business_lq",0.982
"Ashford","E30000160","Advertising","2011-14","turnover_lq",0.553
"Ashford","E30000160","Advertising","2011-14","emp_lq",0.527
"Ashford","E30000160","All creative industries","2014","business.count",489
"Ashford","E30000160","All creative industries","2014","turnover",146378
"Ashford","E30000160","All creative industries","2014","employment",1609
"Ashford","E30000160","All creative industries","2014","turn_pw",90.9745183343692
"Ashford","E30000160","All creative industries","2014","work_pb",3.29038854805726
"Ashford","E30000160","All creative industries","2014","business_lq",0.773
"Ashford","E30000160","All creative industries","2014","turnover_lq",0.826
"Ashford","E30000160","All creative industries","2014","emp_lq",0.893
"Ashford","E30000160","Architecture","2011-14","business.count",32
"Ashford","E30000160","Architecture","2011-14","turnover",3695
"Ashford","E30000160","Architecture","2011-14","employment",67.75
"Ashford","E30000160","Architecture","2011-14","turn_pw",54.5387453874539
"Ashford","E30000160","Architecture","2011-14","work_pb",2.1171875
"Ashford","E30000160","Architecture","2011-14","business_lq",0.949
"Ashford","E30000160","Architecture","2011-14","turnover_lq",0.622
"Ashford","E30000160","Architecture","2011-14","emp_lq",0.739
"Ashford","E30000160","Design","2011-14","business.count",40
"Ashford","E30000160","Design","2011-14","turnover",6620
"Ashford","E30000160","Design","2011-14","employment",84
"Ashford","E30000160","Design","2011-14","turn_pw",78.8095238095238
"Ashford","E30000160","Design","2011-14","work_pb",2.1
"Ashford","E30000160","Design","2011-14","business_lq",0.812
"Ashford","E30000160","Design","2011-14","turnover_lq",1.193
"Ashford","E30000160","Design","2011-14","emp_lq",1.121
"Ashford","E30000160","Film, radio & TV","2011-14","business.count",36
"Ashford","E30000160","Film, radio & TV","2011-14","turnover",3525
"Ashford","E30000160","Film, radio & TV","2011-14","employment",74.5
"Ashford","E30000160","Film, radio & TV","2011-14","turn_pw",47.3154362416107
"Ashford","E30000160","Film, radio & TV","2011-14","work_pb",2.06944444444444
"Ashford","E30000160","Film, radio & TV","2011-14","business_lq",0.517
"Ashford","E30000160","Film, radio & TV","2011-14","turnover_lq",0.11
"Ashford","E30000160","Film, radio & TV","2011-14","emp_lq",0.314
"Ashford","E30000160","Music & performing arts","2011-14","business.count",60
"Ashford","E30000160","Music & performing arts","2011-14","turnover",11365
"Ashford","E30000160","Music & performing arts","2011-14","employment",141.75
"Ashford","E30000160","Music & performing arts","2011-14","turn_pw",80.1763668430335
"Ashford","E30000160","Music & performing arts","2011-14","work_pb",2.3625
"Ashford","E30000160","Music & performing arts","2011-14","business_lq",0.733
"Ashford","E30000160","Music & performing arts","2011-14","turnover_lq",1.005
"Ashford","E30000160","Music & performing arts","2011-14","emp_lq",0.909
"Ashford","E30000160","Publishing","2011-14","business.count",25
"Ashford","E30000160","Publishing","2011-14","turnover",10225
"Ashford","E30000160","Publishing","2011-14","employment",94.25
"Ashford","E30000160","Publishing","2011-14","turn_pw",108.488063660477
"Ashford","E30000160","Publishing","2011-14","work_pb",3.77
"Ashford","E30000160","Publishing","2011-14","business_lq",1.022
"Ashford","E30000160","Publishing","2011-14","turnover_lq",0.558
"Ashford","E30000160","Publishing","2011-14","emp_lq",0.444
"Ashford","E30000160","Software & digital","2011-14","business.count",212
"Ashford","E30000160","Software & digital","2011-14","turnover",81410
"Ashford","E30000160","Software & digital","2011-14","employment",901.75
"Ashford","E30000160","Software & digital","2011-14","turn_pw",90.2800110895481
"Ashford","E30000160","Software & digital","2011-14","work_pb",4.25353773584906
"Ashford","E30000160","Software & digital","2011-14","business_lq",0.784
"Ashford","E30000160","Software & digital","2011-14","turnover_lq",1.374
"Ashford","E30000160","Software & digital","2011-14","emp_lq",1.411
"Aviemore and Grantown-on-Spey","S22000050","Advertising","2011-14","business.count",4
"Aviemore and Grantown-on-Spey","S22000050","Advertising","2011-14","turnover",420
"Aviemore and Grantown-on-Spey","S22000050","Advertising","2011-14","employment",6.25
"Aviemore and Grantown-on-Spey","S22000050","Advertising","2011-14","turn_pw",67.2
"Aviemore and Grantown-on-Spey","S22000050","Advertising","2011-14","work_pb",1.5625
"Aviemore and Grantown-on-Spey","S22000050","Advertising","2011-14","business_lq",0.578
"Aviemore and Grantown-on-Spey","S22000050","Advertising","2011-14","turnover_lq",0.304
"Aviemore and Grantown-on-Spey","S22000050","Advertising","2011-14","emp_lq",0.318
"Aviemore and Grantown-on-Spey","S22000050","All creative industries","2014","business.count",24
"Aviemore and Grantown-on-Spey","S22000050","All creative industries","2014","turnover",2762
"Aviemore and Grantown-on-Spey","S22000050","All creative industries","2014","employment",48
"Aviemore and Grantown-on-Spey","S22000050","All creative industries","2014","turn_pw",57.5416666666667
"Aviemore and Grantown-on-Spey","S22000050","All creative industries","2014","work_pb",2
"Aviemore and Grantown-on-Spey","S22000050","All creative industries","2014","business_lq",0.308
"Aviemore and Grantown-on-Spey","S22000050","All creative industries","2014","turnover_lq",0.313
"Aviemore and Grantown-on-Spey","S22000050","All creative industries","2014","emp_lq",0.264
"Aviemore and Grantown-on-Spey","S22000050","Architecture","2011-14","business.count",NA
"Aviemore and Grantown-on-Spey","S22000050","Architecture","2011-14","turnover",NA
"Aviemore and Grantown-on-Spey","S22000050","Architecture","2011-14","employment",NA
"Aviemore and Grantown-on-Spey","S22000050","Architecture","2011-14","turn_pw",NA
"Aviemore and Grantown-on-Spey","S22000050","Architecture","2011-14","work_pb",NA
"Aviemore and Grantown-on-Spey","S22000050","Architecture","2011-14","business_lq",NA
"Aviemore and Grantown-on-Spey","S22000050","Architecture","2011-14","turnover_lq",NA
"Aviemore and Grantown-on-Spey","S22000050","Architecture","2011-14","emp_lq",NA
"Aviemore and Grantown-on-Spey","S22000050","Design","2011-14","business.count",NA
"Aviemore and Grantown-on-Spey","S22000050","Design","2011-14","turnover",NA
"Aviemore and Grantown-on-Spey","S22000050","Design","2011-14","employment",NA
